Dish name,Dish ID,Ingredients,Raw ingredient name (from Ingredients),Cuisine,Timing,Serving size,Content,Dish type,Food group,Steps,Pre prep,Leftover recycle suggestion,Allergen info,Meals 2
Tofu Red Thai Curry,35,"Broccoli,Brown Sugar,Coconut Milk,Kaffir Lime Leaves,Lemon,Red Bell Pepper,Salt (Rock/Pink Himalayan),Sesame Oil,Gluten Free Soy Sauce ,Thai Basil Leaves,Thai Red Curry Paste,Firm Tofu,Water","Broccoli, Brown Sugar, Coconut Milk, Kaffir Lime Leaves, Lemon, Red Bell Pepper, Salt (Rock/Pink Himalayan), Sesame Oil, Gluten Free Soy Sauce , Thai Basil Leaves, Thai Red Curry Paste, Firm Tofu, Water",Pan Asian,Dinner,2 adults,https://www.youtube.com/watch?v=kedTvpqMuj4,Mains,"Vegetarian,Plant-based","Heat the oil in a pan at medium heat and add the red curry paste. Cook while stirring constantly until the paste is fragrant for about 2 minutes.
Add the tofu and cook for another minute.
Add soy sauce and half the coconut milk. Simmer on low heat for 8 minutes.
Add broccoli, red bell pepper, the remaining coconut milk, basil and kaffir lime leaves.
Season to taste with salt. Cover and simmer on medium-low heat for 5 minutes. Add any extra water if needed.",,Use leftover tofu to make Tofu Jalfrezi,"Gluten Free, Dairy Free,
Wheat Free, Egg Free, 
Fish Free, Nuts Free",
Tofu Spinach Bhurji,49,"Oil (Sesame/Coconut/Groundnut),Cumin Seeds,Onion,Ginger,Green Chilli,Turmeric Powder,Red Chilli Powder,Cumin Powder (jeera powder),Coriander Powder,Spinach ,Salt (Rock/Pink Himalayan),Firm Tofu,Capsicum","Oil (Sesame/Coconut/Groundnut), Cumin Seeds, Onion, Ginger, Green Chilli, Turmeric Powder, Red Chilli Powder, Cumin Powder (jeera powder), Coriander Powder, Spinach , Salt (Rock/Pink Himalayan), Firm Tofu, Capsicum",Indian,Dinner,,https://youtu.be/T_dRXB7ojJ4?si=UMxd0xRY9SqEeiXm,Mains,Plant-based,"Heat oil in a kadhai.
Add cumin seeds and allow them to splutter.
Add onion and ginger. Fry over low heat till light golden.
Add capsicum, spinach, and crumbled tofu. Add salt, spices and saute for 2 - 3 minutes. Mix nicely.
Cover and cook over low heat for 5 minutes. 
Garnish with coriander leaves. 
Serve warm with chapati.",,Use tofu to make Vegetable Tofu Stir Fry or Grilled Tofu,"Gluten Free, Wheat Free,
Egg Free, 
Fish Free, Mustard Free, Dairy Free",
Beetroot Chapati,82,"Beetroot,Whole Wheat Flour,Ghee,Salt (Rock/Pink Himalayan),Water","Beetroot, Whole Wheat Flour, Ghee, Salt (Rock/Pink Himalayan), Water",Indian,Lunch,6 chapati,https://youtu.be/BVC6ahAuVyE?si=dUab3nDAdTqJh9m7,Side,Vegetarian,"Peel and chop them roughly. Grind the chopped beetroot with water to a fine paste.
Take a bowl and add in the whole wheat flour / atta. Add in the salt, and ghee. Add in the beet puree. Mix well and knead for a couple of minutes to form a cohesive dough.
Cover the dough with a lid. Allow the dough to rest for a couple of hours or atleast 10 minutes.
Roll the dough into a 3-4 inch round on a flat smooth surface using a rolling pin.
Place the chapati on the hot griddle. Let it cook for 10-15 seconds until bubbles start to form on top. Flip the chapati and cook for 30 seconds more.
Flip one more time and press on top. Chapati should beautifully fluff up.",Making beetroot puree.,Add leftover beetroot in morning ABC Juice or Green Salad.,"Egg Free, 
Fish Free, Mustard Free, Soy Free, Nut Free",
Torai Ki Sabzi,91,"Ghee,Cumin Seeds,Torai (Ridge Gourd),Hing (Asafoetida),Onion,Ginger Garlic Paste,Green Chilli,Tomato,Salt (Rock/Pink Himalayan),Turmeric Powder,Red Chilli Powder,Coriander Powder,Water,Kasuri Methi (Dried Fenugreek Leaves),Garam Masala Powder,Coriander Leaves","Ghee, Cumin Seeds, Torai (Ridge Gourd), Hing (Asafoetida), Onion, Ginger Garlic Paste, Green Chilli, Tomato, Salt (Rock/Pink Himalayan), Turmeric Powder, Red Chilli Powder, Coriander Powder, Water, Kasuri Methi (Dried Fenugreek Leaves), Garam Masala Powder, Coriander Leaves",Indian,Lunch,2 adults,https://youtu.be/5UyeNvyzXik?si=XOsdg5Ii3U9LgGGN,Mains,"Vegetarian,Plant-based","In a pressure cooker heat ghee and add cumin seeds, asafoetida, and saute for a few seconds.
Now add onion saute until light brown.
Add ginger garlic paste, tomato, salt, turmeric powder, chilli powder, coriander powder and saute them until tomaties are nicely mashed up.
Then add the ridge gourd (turai) and saute it for a minute now add water. Cook for 2 whistles over low heat. Allow the steam to release naturally from pressure cooker.
Remove the lid, add kasuri methi, garam masala, and coriander leaves. Give it a final mix.
Serve hot with chapati.",,,"Gluten Free, Wheat Free, Nut Free, Soy Free, Egg Free, Fish Free",
Two Coloured Zucchini Poriyal (Sabzi),71,"Coconut Oil,Mustard Seeds (rai),Hing (Asafoetida),Dried Red Chilli,Garlic,Ginger,Green Zucchini,Yellow Zucchini,Salt (Rock/Pink Himalayan),Red Chilli Powder,Turmeric Powder,Fresh Coconut,Coriander Leaves","Coconut Oil, Mustard Seeds (rai), Hing (Asafoetida), Dried Red Chilli, Garlic, Ginger, Green Zucchini, Yellow Zucchini, Salt (Rock/Pink Himalayan), Red Chilli Powder, Turmeric Powder, Fresh Coconut, Coriander Leaves",Indian,Lunch,2 adults,https://www.instagram.com/reel/CujqCkIhgW2/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Mains,"Vegetarian,Plant-based","Heat coconut oil in a pan, temper with mustard seeds ,cumin seeds ,red chillies and let it splutter for few seconds.
Add in the curry leaves ,asafetida(hing) and saute for another 30 secs
Add the chopped ginger, garlic and saute for 2 - 3 minutes.
Next add the diced zucchini, salt and stir-fry on medium low flame till they soft and cooked.Turn off the gas and sprinkle shredded coconut and combine well.
Serve the Zucchini Poriyal(Zucchini Stir Fry with fresh coconut)",,,"Gluten Free, Wheat Free, Dairy Free
Egg Free, 
Fish Free, Mustard Free, Soy Free",
Vegetable Barley Soup ,55,"Olive oil,Garlic,Celery Stalk,Coriander Stalks,Onion,Thyme,Carrot,Zucchini ,Button Mushroom,Green Peas,Bay Leaf (Tej Patta),Oregano,Salt (Rock/Pink Himalayan),Black Pepper Powder,Pearl Barley,Vegetable Stock (Broth),Coriander Leaves","Olive oil, Garlic, Celery Stalk, Coriander Stalks, Onion, Thyme, Carrot, Zucchini , Button Mushroom, Green Peas, Bay Leaf (Tej Patta), Oregano, Salt (Rock/Pink Himalayan), Black Pepper Powder, Pearl Barley, Vegetable Stock (Broth), Coriander Leaves",Continental,Dinner,2 adults,https://youtu.be/NzI3OyflrWw?si=zLtj1uRV0wQdyaK6,Side,"Vegetarian,Plant-based","Rinse the barley in a colander under tap water, then leave it for a few minutes to drain before using.
Heat oil in a pressure cooker. Add garlic, celery, coriander stalks, thyme, bay leaf, and onion. Saute them for 20 – 30 seconds to release the aroma of herbs and infuse their flavour into the oil.
Add carrot, zucchini, mushroom, green peas, and pearled barley. Saute for 1 minute.
Add oregano, salt, pepper, stock cube, and water. Stir to combine. 
PRESSURE COOK barley soup over low heat for 2 whistles. Allow the steam to release naturally, or you can do a Quick Release manually.
Add fresh greens like cilantro, basil, or celery leaves. Stir to combine. Taste and, if required add more seasoning.
Serve vegetable barley soup warm.",,,"Soy Free,
Egg Free, 
Fish Free, Mustard Free, Dairy Free",
Vegetable Chana Curry ,43,"Coconut Oil,Kalonji (Nigella/Onion seeds),Cumin Seeds,Onion,Ginger Garlic Paste,Tomato Puree or Paste,Chickpea (White kabuli chana),Carrot,Water,Red Chilli Powder,Turmeric Powder,Salt (Rock/Pink Himalayan),Garam Masala Powder,Coconut Milk,Spinach ","Coconut Oil, Kalonji (Nigella/Onion seeds), Cumin Seeds, Onion, Ginger Garlic Paste, Tomato Puree or Paste, Chickpea (White kabuli chana), Carrot, Water, Red Chilli Powder, Turmeric Powder, Salt (Rock/Pink Himalayan), Garam Masala Powder, Coconut Milk, Spinach ",Indian,Dinner,2 adults,https://www.instagram.com/reel/CmyprWWhE-u/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Mains,"Vegetarian,Plant-based","First, make the paste. Grind tomato, chili, and ginger to a smooth paste using a blender or a food processor. Set aside. 
Add oil to the pot. Add cinnamon, nigella, cumin, and fry for 20 - 30 seconds. 
Add onion and fry onion  for 3 minutes or till they turn pale brown in color. 
Next, add the prepared masala paste, turmeric, red chilli powder, salt, and saute the masala for 2 - 3 minutes. Add potato, carrot, chickpeas, and stir to combine. 
Add water, mix, close the lid of the pot. Cook over low heat for 5 - 6 minutes.
Open the lid. Add coconut milk, spinach, and garam masala. Stir to mix. Simmer for 5 minutes over low heat. 
Vegetable Chana Curry is ready to serve!","Rinsed and soaked for 8 hours or best overnight.
Boil soaked chana in pressure cooker till fully cooked. It takes 4 - 5 whistles over low heat. ",Use leftover boiled chana to make hummus or smashed chickpeas sandwich.,"Gluten Free, Dairy Free
Wheat Free, Egg Free, 
Fish Free. Soy Free,  Mustard Free, Nuts Free",
Vegetable Dalia Upma,37,"Carrot,Cashew,Cumin Seeds,Broken Wheat (Dalia),Green Beans,Green Chilli,Green Peas,Lemon,Mustard Seeds (rai),Peanuts,Onion,Salt (Rock/Pink Himalayan),Oil (Groundnut/Peanut/Coconut),Turmeric Powder,Water","Carrot, Cashew, Cumin Seeds, Broken Wheat (Dalia), Green Beans, Green Chilli, Green Peas, Lemon, Mustard Seeds (rai), Peanuts, Onion, Salt (Rock/Pink Himalayan), Oil (Groundnut/Peanut/Coconut), Turmeric Powder, Water",Indian,Breakfast,2 adults,https://youtu.be/6Srw710eW-I?si=q3mOpAwJzTdfavRV,Mains,"Vegetarian,Plant-based","Dry roast dalia over low heat for 3 – 5 minutes or till aromatic and light brown in color. Transfer to a plate and set aside.
To make dalia upma heat oil in pressure cooker over medium heat.
Once the oil is hot enough add mustard seeds, jeera and wait till seeds start crackling. Then add peanuts, cashews and fry for 10 – 20 seconds.
Add chopped onion and green chili. Saute over medium heat till onion turn light brown in color.
Now add the vegetables and saute for 3 – 5 minutes. 
Add broken wheat to the sautéed vegetables. Season with salt, and spices. Stir to evenly combine the seasoning.
Pour water into the pressure cooker, stir once and close the pressure cooker with the lid. Put the pressure cooker weight on and after two whistles on medium heat turn off the gas stove.
Let the steam of pressure cooker release on its own. Once steam is released remove the lid to open the pressure cooker. Gently, fluff the upma with a fork. 
Drizzle lemon juice and freshly chopped coriander. Gently mix. 
Serve Dalia Upma warm for breakfast with mint chutney. ",,,"Soy Free, Dairy Free, Egg Free, 
Fish Free",
"Roasted Papad with onion, cucumber, tomato",72,"Urad Dal Papad,Tomato,Onion,Green Chilli,Cucumber,Coriander Leaves,Green Chutney,Namkeen (Sev),Salt (Rock/Pink Himalayan),Red Chilli Powder,Chaat Masala,Lemon","Urad Dal Papad, Tomato, Onion, Green Chilli, Cucumber, Coriander Leaves, Green Chutney, Namkeen (Sev), Salt (Rock/Pink Himalayan), Red Chilli Powder, Chaat Masala, Lemon",Indian,Tea Time,2 pieces,https://youtu.be/rFbJtLMWAJQ?si=GnFP9e03R6Tol-Hj,Snack,"Vegetarian,Plant-based","Mix onions, tomatoes, green chilies, cilantro, salt, chaat masala powder, Kashmiri red chili powder, and lime juice in a medium mixing bowl.
Do not add salt at this stage if you are planning to keep the topping for some time. The salt will make the veggies release their water and the topping will become watery. Add salt just before assembling the masala papad.
Roast the papad over gas flame or in an air fryer till crispy. 
Keep the papads on the serving platter without overlapping each other.
Top each papad with 2-3 tablespoon of topping and serve immediately.",,,"Dairy Free
Egg Free, 
Fish Free, Mustard Free, Soy Free",
Vegetable Oats Soup,38,"Black Pepper Powder,Button Mushroom,Cabbage,Carrot,Celery Stalk,Green Beans,Coriander Stalks,Garlic,Ginger,Spring Onion,Light Olive Oil,Onion,Rolled Oats,Salt (Rock/Pink Himalayan),Vegetable Stock (Broth)","Black Pepper Powder, Button Mushroom, Cabbage, Carrot, Celery Stalk, Green Beans, Coriander Stalks, Garlic, Ginger, Spring Onion, Light Olive Oil, Onion, Rolled Oats, Salt (Rock/Pink Himalayan), Vegetable Stock (Broth)",Continental,Dinner,2 adults,https://www.instagram.com/reel/Ct8-3tshQin/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Side,"Vegetarian,Plant-based","Heat oil in a saucepan or stockpot. Add garlic, ginger, celery, coriander stalks, and onion. Saute them for 20 – 30 seconds to release the aroma of herbs and infuse their flavour into the oil.
Add rolled oats and saute for 1 – 2 minutes.
Add mixed vegetables. Saute for 1 minute.
Add salt, pepper, and stock. Stir to combine.
Cover and cook the oats soup over low heat for 10 minutes or till oats and vegetables are cooked.
Taste the soup and, if required, add more seasoning. Add chopped coriander leaves and spring onion greens.
Vegetable Oats Soup is ready to serve.",,,"Soy Free,
Egg Free, 
Fish Free, Nuts Free, Dairy Free",
Pickle,87,Homemade Indian Pickle,Homemade Indian Pickle,Indian,Lunch,2 adults,,Side,Vegetarian,Serve pickle as per personal preferance as a side dish with paratha. ,,,,
Vegetable Quinoa Khichdi ,41,"Coconut Oil,Bay Leaf (Tej Patta),Cumin Seeds,Green Chilli,Ginger,Onion,Tomato,Carrot,Green Beans,Green Peas,White Quinoa,Yellow Moong Dal,Coriander Powder,Turmeric Powder,Garam Masala Powder,Salt (Rock/Pink Himalayan),Water,Coriander Leaves,Lime,Curd","Coconut Oil, Bay Leaf (Tej Patta), Cumin Seeds, Green Chilli, Ginger, Onion, Tomato, Carrot, Green Beans, Green Peas, White Quinoa, Yellow Moong Dal, Coriander Powder, Turmeric Powder, Garam Masala Powder, Salt (Rock/Pink Himalayan), Water, Coriander Leaves, Lime, Curd",Indian,Lunch,2 adults,https://youtu.be/YOJKlOXUz6o?si=hD3lhOtPRAc6iaNr,Mains,"Vegetarian,Plant-based","Heat oil (or ghee) in a pressure cooker. Add in the bay leaf and cumin (jeera) seeds. Let cumin seeds splutter.
Add the chopped green chilies, ginger, and onions. Saute till onions turn light brown.
Then add mixed vegetables, tomato and cook for a minute.
Next, add the rinsed moong dal, quinoa, turmeric powder, coriander powder, garam masala, water, and salt. Mix well.
Pressure cook for 2 whistles on medium flame and let the pressure release naturally. 
Sprinkle chopped coriander and lemon juice or a drizzle of ghee.
Serve Quinoa Khichdi warm. ","Wash and soak quinoa in water for atleast 1 hour.
Drain the water. Proceed with using quinoa for cooking. 
Rinse and soak yellow moong in water for 10 minutes. ",,"Gluten Free, Dairy Free
Wheat Free, Egg Free, 
Fish Free. Soy Free, Nuts Free",
Vegetable Tofu Stir Fry,39,"Black Pepper Powder,Broccoli,Brown Sugar,Celery Stalk,Chinese Five Spice Mix,Firm Tofu,Garlic,Ginger,Ginger Garlic Paste,Green Beans,Light Soy Sauce,Red Bell Pepper,Red Chilli Powder,Onion,Rice Vinegar,Salt (Rock/Pink Himalayan),Sesame Oil,Vegetable Stock (Broth),Yellow Bell Pepper,Zucchini ","Black Pepper Powder, Broccoli, Brown Sugar, Celery Stalk, Chinese Five Spice Mix, Firm Tofu, Garlic, Ginger, Ginger Garlic Paste, Green Beans, Light Soy Sauce, Red Bell Pepper, Red Chilli Powder, Onion, Rice Vinegar, Salt (Rock/Pink Himalayan), Sesame Oil, Vegetable Stock (Broth), Yellow Bell Pepper, Zucchini ",Pan Asian,Dinner,2 adults,https://www.youtube.com/watch?si=qUnBEFANKqWct6bY&v=qhX9ylUox-U&feature=youtu.be,Mains,"Vegetarian,Plant-based","Heat 2 tablespoon oil in a non-stick pan. Fry the tofu cubes till crisp from both sides. Transfer to a plate lined with an oil absorbing paper. Set it aside.
Combine vegetable stock, soy sauce, vinegar, ginger garlic paste, brown sugar, Chinese five spice mix, salt, and pepper in a bowl. Whisk to combine. Keep it aside.
In a Chinese wok heat remaining oil and swirl to coat the wok with oil.
Add ginger, garlic, red chili, celery stalk, and red onion. Stir fry for 10 – 20 seconds to release the aroma of herbs.
Then add veggies one by one and stir-fry on high heat. Cook for 5 -7 minutes, stirring the skillet. When the vegetables have a shining layer and have softened a bit, add the sauce prepared earlier. Stir to combine.
Add the crispy tofu cubes. Mix. Cook the stir-fry for 3 – 5 minutes or until the sauce thickens.
Add spring onion greens and sesame seeds for garnishing.
Tofu Veggie Stir Fry tastes best with steamed jasmine rice","Marinate Tofu
Firmly press the tofu with a paper towel to drain all the moisture/water. Make sure tofu is completely dry. Then cut into cubes.
Combine salt, black pepper, half a tablespoon soy sauce, and tofu in a bowl. Mix nicely.",Use leftover tofu to make tofu spinach bhurji,"Gluten Free, Dairy Free
Wheat Free, Egg Free, 
Fish Free, Nuts Free",
"Veggie Laksa Soup
with Mushrooms, Bell Pepper and Cashews",40,"Broccoli,Carrot,Cashew,Coconut Milk,Coriander Seeds,Dried Red Chilli,Garlic,Ginger,Green Beans,Lemongrass Stalk ,Oil (Sesame/Coconut/Groundnut),Onion,Fresh Red Chilli,Salt (Rock/Pink Himalayan),Salt (Rock/Pink Himalayan),Button Mushroom,Firm Tofu,Turmeric Powder,Vegetable Stock (Broth),Whole Wheat or Rice Noodles","Broccoli, Carrot, Cashew, Coconut Milk, Coriander Seeds, Dried Red Chilli, Garlic, Ginger, Green Beans, Lemongrass Stalk , Oil (Sesame/Coconut/Groundnut), Onion, Fresh Red Chilli, Salt (Rock/Pink Himalayan), Salt (Rock/Pink Himalayan), Button Mushroom, Firm Tofu, Turmeric Powder, Vegetable Stock (Broth), Whole Wheat or Rice Noodles",Pan Asian,Dinner,2 adults,https://youtu.be/oHbSqBGfCGw?si=PS5M-Otp0CbonodE,Mains,Vegetarian,"Put the soaked red chillies, cashew nuts, garlic, ginger, lemongrass stalk, coriander seeds, fresh red chillies, onion, turmeric powder and salt into a blender jar and blend to a coarse paste. Add ½ cup water and blend to a fine paste.
Heat 2 tbsps oil in a deep pan. Add the blended paste and sauté for 3-4 minutes. 
Add 1 cup water and mix well. Cover and cook for 3-4 minutes or till the oil separates.
Add vegetable stock, mix and cook till it comes to a boil. 
Add coconut milk, mix and cook for 5 minutes. This is the laksa soup.
Heat remaining oil in a non-stick shallow pan. Place the tofu cubes and cook on high heat for 1 minute. Flip each tofu cube and cook the other side for 1 minute as well. 
To serve, place a portion of the noodles in a serving bowl. Add 4-5 blanched broccoli florets, a few carrot roundels, a few snow peas halves and a portion of the sautéed mushrooms. Arrange a few tofu pieces, pour a portion of the soup and garnish with red chillies. Serve hot.","Boil broccoli in hot salted water for 5 minutes.
Drain the water. Transfer boiled broccoli in ice cold water. 
Remove immediately after 1 minutes. 
Broccoli is ready to use. 
Meanwhile, soak red chillies, cashews in two separate bowls  in hot water. ",,"Gluten Free, 
Wheat Free, Egg Free, 
Fish Free. Soy Free",
Whole Wheat Pasta,84,"Penne Pasta,Sweet Corn,Red Bell Pepper,Spinach ,Light Olive Oil,Oregano,Salt (Rock/Pink Himalayan),Garlic,Whole Wheat Flour,Milk (Dairy or Non Dairy),Parsley or Basil or Coriander,Black Pepper Powder,Boiled Pasta Water","Penne Pasta, Sweet Corn, Red Bell Pepper, Spinach , Light Olive Oil, Oregano, Salt (Rock/Pink Himalayan), Garlic, Whole Wheat Flour, Milk (Dairy or Non Dairy), Parsley or Basil or Coriander, Black Pepper Powder, Boiled Pasta Water",Italian,Dinner,2 adults,https://youtu.be/6eWLwIfsu9A?si=6tePtqDlkK3bwM1v,Mains,Vegetarian,"Heat olive oil in a pan. Add chopped garlic and saute for 10 seconds to release the aroma of garlic.
Next, add whole wheat flour. Saute over low heat for 1 – 2 minutes to release the aroma and roast the flour. Pour the milk steadily with one hand and stir the flour mixture clockwise continuously to avoid any lump formation. Keep stirring until the sauce thickens.
Once the sauce thickens, season with salt, pepper, and nutmeg powder. Stir to combine. taste and adjust the seasoning.
Add chopped vegetables, boiled pasta, seasoning in the white sauce. Stir to combine.
If the sauce is too thick, you can add reserve boiled pasta water or more milk to get the desired consistency.
Simmer the pasta and vegetables in the white sauce for 2 – 3 minutes to absorb the flavor. Sprinkle chopped parsley or basil before serving.
Serve Creamy White Sauce Pasta along with warm garlic bread.",,,"Egg Free, 
Fish Free, Mustard Free, Soy Free",
